Chrom,Start,End,Gene name,ACB,ASW,ESN,GWD,LWK,MSL,YRI,CLM,MXL,PEL,PUR,CDX,CHB,CHS,JPT,KHV,CEU,FIN,GBR,IBS,NZC,TSI,CIM,NZM,SAM,TON,BEB,GIH,ITU,PJL,STU
chr1,230185002,230195001,GALNT2,-0.10636113436375005,-0.38898623688190637,-0.39722121114704567,-0.004211546442831837,-0.04357384268797282,-0.05992695230003653,-0.19909366525157157,-0.5600428733825655,-0.712422103697661,-0.7355596437737464,-0.6271085345706577,0.20516780654734124,-0.05684038187063267,0.13807549420027732,-0.3095069160455406,0.11401073650689986,-0.15886228039342276,0.019333429861259077,-0.40944621706359907,-0.06588679753380733,-0.45272134847343515,-0.11115380246551965,0.5033257163158775,0.1437466028492631,-0.03443561562590558,0.45778091638378937,-0.33543155270132763,-0.47164060276864106,-0.4949388242752695,-0.2403576347978693,-0.5761199146375882
chr1,230195002,230205001,GALNT2,0.1011998118827453,-0.07782386625611859,-0.16035373376507867,0.08795073350120597,0.08806468601346418,0.13357284904078526,-0.01135942920268529,-0.01686116373486657,-0.10578631761737789,-0.14446752971472998,-0.0663878945342975,0.1520626255543931,-0.11033167740725824,0.09232535055927071,-0.12777897016710282,0.09933037304053416,0.1880707684456011,0.26763099065360496,0.32336090751954094,0.2751929940627238,0.2409338378293442,0.22721575728648613,0.504788355544957,0.3022814429676868,-0.07881967084394459,0.4896162046083732,-0.07065837982804712,-0.2526743539040299,-0.1742008375720947,0.01149701139348247,-0.3051851032546673
chr1,230205002,230215001,GALNT2,-0.14732733508811657,-0.30936485423825144,-0.23657596430922867,-0.09692945300878497,-0.10249089034691017,-0.02794507291966708,-0.14002171085523574,-0.17032336678380622,-0.2981250769217021,-0.2839602804987571,-0.32097422931152186,-0.16473582326799852,-0.27550230279316557,-0.12391829073718208,-0.4611658371372771,-0.22461410677210214,-0.457399350024676,-0.3998888381315644,-0.3234083199159694,-0.34319376884046227,-0.39792721819805976,-0.35305988381813425,0.0692101993496066,-0.07016539101817454,-0.12286037546371142,-0.007792246739458442,-0.15052471392262978,-0.3077312290326657,-0.3223852733545205,-0.13892731440467054,-0.4101490786005524
chr1,230215002,230225001,GALNT2,-0.4941823717098548,-0.5272924544399176,-0.20660226107188628,-0.31726406491014036,-0.38749481984398737,0.004621950935814745,-0.09725812195483519,-0.2848167236819448,-0.3986019423424829,-0.12999404105512635,-0.4708061614913732,-0.27298834978443143,-0.375874004771251,-0.17038102945311984,-0.5514785119856613,-0.372397021302167,-0.5643186046923168,-0.5520615233983621,-0.45143234462689463,-0.4761789834219099,-0.48125167365906996,-0.3854416366094777,0.1243684100467255,-0.046091018638786174,-0.28528757823279083,-0.14189031220040116,-0.4232417614313242,-0.4576503552387319,-0.4657620756808054,-0.33053815332586955,-0.5944484695995356
chr1,230225002,230235001,GALNT2,0.4941730088773364,0.35323451896287694,0.6691961305204783,0.5047399860714246,0.506616135484951,0.8178590914717017,0.6969553539908309,0.41749686239258343,0.279507197159123,0.3380443356994345,0.2428530531746942,-0.12784274660019213,-0.14803377137626228,-0.1879806469855283,-0.28709368523294687,-0.2220314709411375,0.14892075242869796,0.05987348730108577,0.22827951423532644,0.1975556992543912,0.20925851562790987,0.3602833430455057,-0.08657597078778334,-0.11945834612126482,-0.07209761621520405,-0.12552072022219773,0.0577666230526126,0.2177020707598949,0.18440338424330172,0.35257987766414756,0.15506687180085077
chr1,230235002,230245001,GALNT2,0.6672310776095902,0.4140250311887981,0.8786239273789112,0.5386439975518031,0.756354114823774,0.8945792990274857,0.9603887564128368,0.059373044824109655,-0.16337100010831218,-0.12799715275648182,-0.07344137620859259,-0.540562324774867,-0.5227442551724248,-0.5786512124783019,-0.8875947033374485,-0.5822304796029019,-0.14884376139836064,-0.2234830661795013,-0.10459830323380892,-0.13712037654772136,-0.0952030576092957,0.030069614920754884,-0.3672514836158318,-0.48100646434044636,-0.19102791826098686,-0.2396938101861501,-0.43057775003103105,-0.0506091398595796,-0.22646316077604434,-0.018258841047825047,-0.15775197497524296
chr1,230245002,230255001,GALNT2,-0.4097776013442438,-0.19054658974378058,-0.40317567979001656,-0.5962236755955947,-0.5573727687617649,-0.4722283049847933,-0.5254099917883388,0.6329434536599168,0.3882235607279467,0.5006530493237382,0.38354388941007445,-0.8471242057449475,-0.8920273640284193,-0.969464372914409,-0.9996925343837104,-0.8694106773679859,0.5856643607626539,0.5270437239538488,0.7165548004531908,0.7324975149655115,0.6959231286687686,0.7462233619752192,-0.8368035432536984,-0.46676666299257663,-0.42156155362673564,-0.4511985972245731,-0.27653649329008223,-0.036681478921552824,0.18784544547964988,0.23487682885982375,0.06750501002329612
chr1,230255002,230265001,GALNT2,-0.1375830071285169,-0.015350111795952248,-0.005285855821406615,-0.22191773148979665,-0.12749101280811992,-0.04961772224573213,-0.07897685164747426,0.5481992874713875,0.2552107266906236,0.327734775085037,0.36095206650280076,-1.067432300817754,-1.1403733354042551,-1.1724665523769293,-1.2741185333417813,-1.1638050126898984,0.47437171022676283,0.4592884008169804,0.5908936347249623,0.6973694361474356,0.6372760814141238,0.6474542798635241,-1.2166787140689974,-0.7435372947313754,-0.2771910631895298,-0.40389562023366565,-0.41795866401646653,-0.1596067315719356,0.16902402917083847,0.12613671469302012,0.028765395465310206
chr1,230265002,230275001,GALNT2,-0.05207643832043174,0.017459234931602508,0.1567155788074448,-0.05534490186358121,-0.12514286726039026,0.14033922347178573,0.10808312737929038,0.35786260650734114,0.07588102166342292,0.07952898498670091,0.2076123529067715,-0.9982298582392539,-1.0326113673727972,-1.0656596922651116,-1.17952980963638,-1.0890891663227948,0.3228680470595746,0.34593033711683363,0.4435307113995308,0.5499171061060606,0.49399620751629314,0.5016042640733067,-0.9377589503127912,-0.5820634676006822,-0.24505072363874003,-0.39803337209745715,-0.5021834878984748,-0.2675402737379544,-0.013779110971084307,-0.017513317657573246,-0.10968261965790393
chr1,230275002,230285001,GALNT2,-0.04652131619521249,0.0946949361729903,0.12114212104311517,-0.04434059751668262,-0.033377694171176975,0.09272455782593014,0.070201895822803,0.5599669045644555,0.23310663404411125,0.2533602484864623,0.44832188872808176,-0.9348536997545391,-1.0451376608619627,-1.0032048074098887,-1.1640304341370082,-1.0578842427712547,0.5313116160614211,0.5593774671823075,0.6682655065012324,0.7825933375130534,0.7398422580135673,0.6908164968758368,-1.044318553615057,-0.626084294424164,-0.21156067198821749,-0.3664035384313027,-0.4128435339907133,-0.1504161988463233,0.1384233946897151,0.08571437073684551,-0.003861971722878721
