Chrom,Start,End,Gene name,ACB,ASW,ESN,GWD,LWK,MSL,YRI,CLM,MXL,PEL,PUR,CDX,CHB,CHS,JPT,KHV,CEU,FIN,GBR,IBS,NZC,TSI,CIM,NZM,SAM,TON,BEB,GIH,ITU,PJL,STU
chr1,39545002,39555001,MACF1,-0.6456567975387757,-0.6616641631755864,-0.8388486285936336,-0.7897140445645021,-0.3515782476242624,-0.836183157365618,-0.6963540179093133,-0.5893526109038154,-0.6656653292506174,-0.1846460860490191,-0.7437340943392887,0.18514561539300622,0.05588605110277012,-0.18803123039640024,0.10237335771778389,-0.1383561359537273,-1.1373458789512925,-1.528932756072481,-1.1272683745497665,-0.7166048041512032,-1.0836416136660856,-0.5757258399193788,0.624766410081584,0.6767250602275574,-0.020655828126037168,0.13442395849134448,-0.4952017788493892,-0.5723570945057195,-0.740406007982908,-0.22771168237605366,-0.4487673369256493
chr1,39555002,39565001,MACF1,-0.6491126693330962,-0.7656526641550296,-0.8431775690275607,-1.056422608963888,-0.252836710515556,-0.9017629028350154,-0.6415575062775438,-0.6385851737670813,-0.8115640744428245,-0.32302579112490903,-0.9717883187262313,0.033841231155315565,-0.13543276202625432,-0.3868893633859778,-0.14646855950191684,-0.21552645601534692,-1.5147853051429232,-1.8004634606039054,-1.45224162641437,-0.9817092430583036,-1.4276894923284082,-0.8017471019292473,0.31881759864529924,0.3657822593953881,-0.3662447272225633,-0.15344572680288193,-0.7027395898059332,-0.6250648812281618,-0.8139771418828123,-0.4578694319120631,-0.6250755702298851
chr1,39565002,39575001,MACF1,-1.0824752025731499,-1.1957918130453302,-1.275846732614246,-1.55245631278203,-0.5926435047461642,-1.3610078158770593,-1.0738213873068594,-1.0299759976439082,-1.1608997223763005,-0.7672881566707859,-1.2570996527540446,-0.29852793151542834,-0.523951340743952,-0.79168771136443294,-0.5303042817969428,-0.6041103061356412,-1.4423855551183384,-1.7413982815621378,-1.5115101045418646,-1.1993595578906344,-1.4671567152696237,-0.9647217191288919,0.0433165028224507,0.10830134085065746,-0.7984114487046101,-0.5629105134504107,-1.1364241336798204,-1.0601515809780275,-1.265582463795892,-0.8259793609687158,-1.0591383710753506
chr1,39575002,39585001,MACF1,-1.5790193247435647,-1.6072152732170633,-1.8094452618598882,-1.8555289769089351,-1.132256571945088,-1.7814027665037024,-1.5663987438879081,-1.471299682767727,-1.5893193095314402,-1.3264804771732004,-1.5312971864448186,-0.6685713817638284,-0.9707672911000826,-1.2558448611942277,-1.006927725570977,-1.0347051053094558,-1.3296969908254082,-1.6644748125936077,-1.5837152112800768,-1.4124352340628483,-1.5141492903606284,-1.1659074024254716,-0.36440394581863456,-0.26680294984223596,-1.3555982211513007,-1.061708753453668,-1.6821623988225707,-1.5898668306922967,-1.8060808263044974,-1.3203655316710643,-1.5899189079355958
chr1,39585002,39595001,MACF1,-1.5790193247435647,-1.6072152732170633,-1.8094452618598882,-1.8555289769089351,-1.132256571945088,-1.7814027665037024,-1.5663987438879081,-1.471299682767727,-1.5893193095314402,-1.3264804771732004,-1.5312971864448186,-0.6685713817638284,-0.9707672911000826,-1.2558448611942277,-1.006927725570977,-1.0347051053094558,-1.3296969908254082,-1.6644748125936077,-1.5837152112800768,-1.4124352340628483,-1.5141492903606284,-1.1659074024254716,-0.36440394581863456,-0.26680294984223596,-1.3555982211513007,-1.061708753453668,-1.6821623988225707,-1.5898668306922967,-1.8060808263044974,-1.3203655316710643,-1.5899189079355958
chr1,39595002,39605001,MACF1,-1.265793301185445,-1.293572382241226,-1.4360230644967835,-1.395709930234816,-0.560804858271712,-1.151264091295845,-1.2784748748776111,-1.277930289425525,-1.6016136352328925,-1.0746841200714559,-1.1310325445880345,-0.8822588103409956,-0.42034239892080283,-0.9670579071214764,-0.9210949660452257,-1.1424363700403704,-1.0834046139003921,-0.6731662034388597,-1.169657310017046,-0.2766288757088202,-0.5616043830165891,-0.8709732352797803,-0.3572721886683028,-0.25967119269190375,-1.4084637860593157,-0.7672690653899708,-1.6812478995524849,-1.7316914529237313,-1.6881756539118633,-0.9083256543199121,-1.1417642431901829
chr1,39605002,39615001,MACF1,-0.910045806645043,-0.9818304731774052,-1.183234001805862,-0.9560149466864722,-0.5650467499008391,-0.888994562576743,-0.963232945850619,-0.8724799348302292,-1.2306665310494278,-0.6476776270483007,-0.7065983850738309,-0.4870259515728932,-0.019324851747783534,-0.6890799419794333,-0.5646457744512161,-0.7652910983676151,-0.7955228181519662,-0.4136143722613519,-0.9018186397565828,0.06491051685302196,-0.21945236133928825,-0.56929344629845,0.011151956500643045,0.12498295338401721,-1.0938857593254352,-0.36702642855269696,-1.526325850601982,-1.5948230676970045,-1.4036411445091719,-0.7399220074041373,-0.9593494171709263
chr1,39615002,39625001,MACF1,-1.1602804221176881,-1.1286394826763462,-1.4110820643018451,-1.231997266558272,-0.7360696879808144,-1.0364665504658988,-1.2784748748776111,-1.3679647159552275,-1.754609688406524,-1.2310720207812942,-1.175040698928309,-0.8947979259543253,-0.40139913322569765,-0.9904203781583483,-0.9400444651714772,-1.1581399627557019,-1.261340175476318,-0.807192249686997,-1.31894720197721,-0.23586235036973324,-0.5001751432229877,-0.9905518512505058,-0.3773090301859019,-0.3167252498945583,-1.4196708330098367,-0.7961357014746469,-1.9056050538135925,-2.004340745511723,-1.8825068937279779,-1.256647296004813,-1.42891933566091
chr1,39625002,39635001,MACF1,-1.1602804221176881,-1.1286394826763462,-1.4110820643018451,-1.231997266558272,-0.7360696879808144,-1.0364665504658988,-1.2784748748776111,-1.3679647159552275,-1.754609688406524,-1.2310720207812942,-1.175040698928309,-0.8947979259543253,-0.40139913322569765,-0.9904203781583483,-0.9400444651714772,-1.1581399627557019,-1.261340175476318,-0.807192249686997,-1.31894720197721,-0.23586235036973324,-0.5001751432229877,-0.9905518512505058,-0.3773090301859019,-0.3167252498945583,-1.4196708330098367,-0.7961357014746469,-1.9056050538135925,-2.004340745511723,-1.8825068937279779,-1.256647296004813,-1.42891933566091
chr1,39735002,39745001,MACF1,-1.5061135852191234,-1.3453375367591092,-0.8828794028805407,-1.0777078573770584,-0.12569255665204038,0.6782378059123335,-1.3115326643741725,-1.7300259951136043,-1.7049067263156483,-0.6865562861325323,-1.9832845090340605,-1.0607083112923446,-0.37517763919623004,-0.757020943082716,-0.554994998825435,-1.2129815134309614,-2.1991139091873864,-2.7515799566006245,-2.485498726747981,-1.932785887814041,-2.235467605948901,-2.3858224979246065,-0.3799563253067997,-0.11905934014676034,-1.388103779820128,0.007360899441506863,-3.0357339998869635,-3.4186035475784777,-2.695515655948896,-2.7258163982172343,-2.6953787268358718
